,testGroup,device,operatingSystem,userAgentClass,browser,browserVersion,screenWidth,screenHeight,users,sessions,pis,accPis,greenLcpPis,yellowLcpPis,redLcpPis,addToCartEvents,conversions,browserGrouped,osGrouped
215,A,Mobile,Android,Browser,Chrome,117,1081,2220,815,987,2051,665,801,317,448,72,10,Chrome,Android
216,B,Mobile,iOS,Browser,Safari,16.0,1284,2778,894,1053,2043,1,0,0,0,106,13,Safari,iOS
217,B,Mobile,Android,Browser,Chrome,117,1081,2220,800,950,2035,2,806,327,463,61,8,Chrome,Android
218,A,Mobile,Android,Browser Webview,Chrome Webview,117.0.0.0,1080,2412,1038,1109,2029,602,1430,171,215,40,6,Chrome Webview,Android
219,B,Mobile,Android,Browser,Chrome,117,1081,2402,792,982,2011,3,980,234,324,40,11,Chrome,Android
220,A,Mobile,Android,Browser,Chrome,117,1081,2402,782,991,2005,817,1061,233,281,50,4,Chrome,Android
221,A,Desktop,Windows NT,Browser,Chrome,117,3440,1440,472,559,1996,767,916,230,207,135,29,Chrome,Windows NT
222,A,Mobile,iOS,Browser,Safari,15.6.1,828,1792,780,969,1984,484,0,0,0,119,10,Safari,iOS
223,B,Mobile,Android,Browser,Chrome,115,1080,2400,769,950,1979,6,825,294,419,44,3,Chrome,Android
224,A,Mobile,iOS,Browser,Safari,16.0,1284,2778,850,1024,1973,515,0,0,0,84,20,Safari,iOS
225,A,Mobile,iOS,Browser,Safari,16.2,828,1792,888,1041,1951,470,0,0,0,70,18,Safari,iOS
226,B,Mobile,Android,Browser,Chrome,117,1081,2400,795,941,1930,9,912,285,378,72,15,Chrome,Android
227,A,Desktop,Mac OS,Browser,Chrome,117,5120,2880,478,558,1862,677,1012,224,183,107,30,Chrome,Mac OS
228,A,Desktop,Mac OS,Browser,Chrome,117,3584,2240,492,576,1860,723,950,237,175,107,28,Chrome,Mac OS
229,B,Mobile,iOS,Browser,Safari,15.6.1,828,1792,745,957,1838,0,0,0,0,86,18,Safari,iOS
230,A,Mobile,Android,Browser,Chrome,117,1443,3090,675,849,1835,681,1110,243,230,65,16,Chrome,Android
231,A,Mobile,Android,Browser,Chrome,116,1080,2340,674,842,1822,663,855,276,312,40,6,Chrome,Android
232,B,Desktop,Mac OS,Browser,Safari,16.6,1536,2048,715,829,1812,0,0,0,0,112,23,Safari,Mac OS
233,B,Mobile,Android,Browser Webview,Chrome Webview,117.0.0.0,1080,2412,980,1035,1780,11,1223,151,233,49,7,Chrome Webview,Android
234,A,Desktop,Mac OS,Browser,Chrome,117,3360,2100,461,530,1760,696,926,203,189,93,28,Chrome,Mac OS
235,B,Mobile,Android,Browser,Chrome,117,1080,2316,596,745,1731,7,876,245,257,82,13,Chrome,Android
236,A,Mobile,Android,Browser,Chrome,115,1080,2400,707,847,1724,629,823,222,307,34,2,Chrome,Android
237,B,Mobile,Android,Browser,Chrome,117,1080,2220,674,833,1706,4,620,309,351,51,9,Chrome,Android
238,A,Mobile,Android,Browser Webview,Chrome Webview,116.0.0.0,1080,2400,973,1034,1696,501,1127,185,197,21,3,Chrome Webview,Android
239,B,Mobile,Android,Browser,Chrome,116,1080,2340,659,812,1690,2,680,258,328,32,11,Chrome,Android
240,A,Mobile,Android,Browser,SamsungBrowser,22.0,1081,2317,566,721,1688,632,922,205,269,101,10,SamsungBrowser,Android
241,B,Desktop,Mac OS,Browser,Chrome,117,3360,2100,492,591,1684,2,852,239,245,108,25,Chrome,Mac OS
242,A,Desktop,Windows NT,Browser,Chrome,117,1680,1050,509,609,1678,558,864,216,248,101,24,Chrome,Windows NT
243,A,Mobile,Android,Browser,Chrome,117,1080,2220,673,808,1677,577,683,291,355,56,15,Chrome,Android
244,A,Desktop,Mac OS,Browser,Safari,16.6,1536,2048,705,798,1673,265,0,0,0,63,17,Safari,Mac OS
245,A,Mobile,Android,Browser,Chrome,117,1080,2316,596,741,1660,630,937,204,264,88,13,Chrome,Android
246,B,Mobile,Android,Browser,Chrome,117,1443,3090,627,766,1645,2,904,295,193,82,14,Chrome,Android
247,B,Desktop,Mac OS,Browser,Chrome,117,1440,900,491,564,1638,3,572,245,401,94,30,Chrome,Mac OS
248,B,Desktop,Windows NT,Browser,Edge,117,2560,1440,390,475,1628,2,772,245,226,87,23,Edge,Windows NT
249,A,Mobile,Android,Browser,Chrome,117,1080,2460,604,746,1610,553,713,234,330,40,6,Chrome,Android
250,B,Desktop,Windows NT,Browser,Chrome,117,3440,1440,433,509,1607,5,754,202,168,91,18,Chrome,Windows NT
251,B,Mobile,Android,Browser Webview,Chrome Webview,116.0.0.0,1080,2400,929,990,1594,4,964,190,223,31,5,Chrome Webview,Android
252,B,Desktop,Windows NT,Browser,Edge,117,1920,1200,481,756,1592,2,644,223,225,74,24,Edge,Windows NT
253,B,Desktop,Mac OS,Browser,Chrome,117,2560,1440,347,413,1555,7,739,194,162,143,23,Chrome,Mac OS
254,B,Mobile,Android,Browser,SamsungBrowser,22.0,1080,2410,708,847,1553,5,553,251,311,30,4,SamsungBrowser,Android
255,B,Mobile,iOS,Browser,Safari,16.2,1290,2796,607,749,1551,1,0,0,0,93,17,Safari,iOS
256,A,Desktop,Windows NT,Browser,Chrome,117,1536,864,196,309,1545,452,783,169,200,149,16,Chrome,Windows NT
257,A,Mobile,Android,Browser,SamsungBrowser,22.0,1081,2341,623,776,1544,525,715,209,305,67,17,SamsungBrowser,Android
258,A,Mobile,iOS,Browser,Safari,15.6.6,1242,2208,605,762,1537,325,0,0,0,58,9,Safari,iOS
259,B,Mobile,iOS,Browser,Safari,15.6.6,1242,2208,665,821,1536,0,0,0,0,67,8,Safari,iOS
260,B,Desktop,Mac OS,Browser,Chrome,117,5120,2880,447,520,1522,3,786,239,144,84,31,Chrome,Mac OS
261,A,Mobile,iOS,Browser,Safari,16.2,1290,2796,542,679,1511,458,0,0,0,89,12,Safari,iOS
262,B,Mobile,iOS,Browser,Safari,17.0.1,1242,2688,574,748,1506,0,0,0,0,65,8,Safari,iOS
263,B,Mobile,Android,Browser Webview,Chrome Webview,117.0.0.0,720,1600,945,995,1490,3,597,277,308,20,1,Chrome Webview,Android
264,B,Mobile,iOS,Browser,Chrome iOS,117.0.5938.117,750,1334,592,778,1472,1,0,0,0,60,9,Chrome iOS,iOS
265,A,Mobile,Android,Browser,Chrome,117,1080,2403,594,716,1464,510,764,198,228,61,6,Chrome,Android
266,A,Desktop,Mac OS,Browser,Safari,16.3,2880,1800,447,498,1462,485,0,0,0,94,28,Safari,Mac OS
267,A,Desktop,Mac OS,Browser,Chrome,117,2560,1440,340,407,1459,547,793,159,157,104,21,Chrome,Mac OS
268,B,Desktop,Windows NT,Browser,Chrome,106,1787,1625,1455,1455,1455,0,1,210,744,0,0,Chrome,Windows NT
269,B,Mobile,iOS,Browser,Safari,16.2,1284,2778,573,682,1452,0,0,0,0,100,15,Safari,iOS
270,A,Desktop,Windows NT,Browser,Chrome,109,1920,1080,438,533,1447,445,533,227,346,78,21,Chrome,Windows NT
271,B,Mobile,Android,Browser,Chrome,117,1080,2403,590,720,1446,9,618,224,308,55,15,Chrome,Android
272,B,Desktop,Mac OS,Browser,Chrome,115,2880,1800,413,494,1442,1,741,199,177,102,20,Chrome,Mac OS
273,A,Mobile,Android,Browser Webview,Chrome Webview,117.0.0.0,1080,2410,817,877,1441,441,760,222,259,39,5,Chrome Webview,Android
274,A,Mobile,iOS,Browser,Chrome iOS,117.0.5938.117,1242,2688,517,688,1439,289,0,0,0,65,12,Chrome iOS,iOS
275,A,Desktop,Windows NT,Browser,Edge,117,1920,1200,488,559,1438,447,742,210,225,82,18,Edge,Windows NT
276,B,Mobile,Android,Browser Webview,Chrome Webview,117.0.0.0,1080,2410,837,892,1432,12,788,218,219,40,2,Chrome Webview,Android
277,B,Desktop,Windows NT,Browser,Chrome,117,1680,1050,501,582,1430,0,699,238,221,72,13,Chrome,Windows NT
278,B,Desktop,Windows NT,Browser,Chrome,117,1440,900,436,535,1429,2,681,237,256,74,12,Chrome,Windows NT
279,A,Mobile,Android,Browser Webview,Chrome Webview,117.0.0.0,720,1600,874,916,1427,337,588,299,252,29,2,Chrome Webview,Android
280,B,Mobile,Android,Browser Webview,Chrome Webview,117.0.0.0,1081,2281,694,757,1414,9,890,159,221,65,9,Chrome Webview,Android
281,B,Mobile,Android,Browser,SamsungBrowser,22.0,1081,2341,631,742,1408,8,562,249,284,57,8,SamsungBrowser,Android
282,A,Mobile,iOS,Browser,Chrome iOS,117.0.5938.117,750,1334,597,765,1403,255,0,0,0,43,6,Chrome iOS,iOS
283,A,Mobile,iOS,Browser,Safari,16.5.1,1170,2532,572,702,1400,238,0,0,0,66,8,Safari,iOS
284,B,Desktop,Windows NT,Browser,Chrome,106,1430,1300,1393,1393,1393,0,0,192,722,0,0,Chrome,Windows NT
285,B,Mobile,Android,Browser,Chrome,117,1080,2460,610,735,1393,4,568,224,327,37,5,Chrome,Android
286,B,Mobile,iOS,Browser,Chrome iOS,117.0.5938.117,1242,2688,525,696,1385,0,0,0,0,40,10,Chrome iOS,iOS
287,A,Mobile,Android,Browser,SamsungBrowser,22.0,1080,2410,668,774,1384,405,525,243,276,23,6,SamsungBrowser,Android
288,A,Mobile,iOS,Browser,Safari,16.0,1125,2436,590,734,1383,333,0,0,0,49,5,Safari,iOS
289,A,Mobile,iOS,Browser,Safari,16.2,1284,2778,605,724,1374,404,0,0,0,64,5,Safari,iOS
290,B,Mobile,Android,Browser,Chrome,117,720,1520,555,642,1351,2,323,279,388,24,5,Chrome,Android
291,A,Desktop,Windows NT,Browser,Chrome,117,1440,900,433,548,1348,421,702,204,207,82,15,Chrome,Windows NT
292,B,Mobile,Android,Browser,SamsungBrowser,22.0,1081,2317,555,669,1347,11,671,185,272,63,11,SamsungBrowser,Android
293,A,Mobile,Android,Browser,Chrome,117,1080,2342,526,628,1346,505,695,202,211,63,7,Chrome,Android
294,B,Mobile,Android,Browser,SamsungBrowser,22.0,1081,2281,508,634,1345,4,587,187,266,54,9,SamsungBrowser,Android
295,A,Desktop,Mac OS,Browser,Chrome,117,2560,1600,374,432,1338,432,603,191,258,86,26,Chrome,Mac OS
296,B,Desktop,Mac OS,Browser,Chrome,117,2560,1600,381,448,1338,1,572,200,218,94,15,Chrome,Mac OS
297,B,Mobile,iOS,Browser,Safari,16.0,1125,2436,576,706,1337,1,0,0,0,41,5,Safari,iOS
298,A,Mobile,Android,Browser Webview,Chrome Webview,117.0.0.0,1081,2281,664,729,1335,465,901,144,172,63,9,Chrome Webview,Android
299,B,Desktop,Windows NT,Browser,Chrome,117,1280,1024,406,509,1331,0,648,196,244,73,12,Chrome,Windows NT
300,B,Mobile,iOS,Browser,Safari,16.5.1,1170,2532,539,667,1329,1,0,0,0,52,12,Safari,iOS
301,B,Desktop,Windows NT,Browser,Chrome,115,1920,1080,309,381,1314,3,533,232,216,128,15,Chrome,Windows NT
302,A,Desktop,Mac OS,Browser,Chrome,115,2880,1800,429,487,1313,446,781,181,130,89,18,Chrome,Mac OS
303,B,Desktop,Mac OS,Browser,Safari,16.3,2880,1800,454,508,1313,1,0,0,0,77,21,Safari,Mac OS
304,A,Mobile,Android,Browser,Chrome,117,720,1520,546,639,1308,419,336,278,390,7,1,Chrome,Android
305,B,Desktop,Chrome OS,Browser,Chrome,117,1366,768,504,578,1300,1,453,254,339,40,4,Chrome,Other
306,A,Mobile,iOS,Browser,Safari,17.0.1,1242,2688,566,706,1294,196,0,0,0,40,10,Safari,iOS
307,B,Desktop,Mac OS,Browser,Safari,15.6.1,2880,1800,426,494,1275,1,0,0,0,77,25,Safari,Mac OS
308,A,Desktop,Mac OS,Browser,Safari,15.6.1,2880,1800,391,442,1268,373,0,0,0,94,12,Safari,Mac OS
309,B,Mobile,Android,Browser Webview,Chrome Webview,117.0.0.0,1080,2640,563,621,1263,8,891,153,124,56,5,Chrome Webview,Android
310,B,Mobile,Android,Browser,Chrome,117,1442,3090,418,536,1262,2,678,170,203,51,6,Chrome,Android
311,B,Desktop,Windows NT,Browser,Chrome,109,1920,1080,437,492,1262,2,436,201,316,51,11,Chrome,Windows NT
312,A,Desktop,Windows NT,Browser,Edge,117,2560,1440,372,449,1255,464,617,178,144,72,14,Edge,Windows NT
313,A,Desktop,Mac OS,Browser,Chrome,117,3840,2160,263,324,1251,498,693,112,79,86,17,Chrome,Mac OS
314,B,Mobile,iOS,Browser,Safari,16.1,1290,2796,491,610,1240,0,0,0,0,69,10,Safari,iOS
315,A,Desktop,Chrome OS,Browser,Chrome,116,1366,768,529,580,1234,331,428,251,324,26,7,Chrome,Other
316,B,Mobile,Android,Browser,Chrome,117,1080,2342,514,613,1232,4,591,183,184,48,9,Chrome,Android
317,B,Mobile,iOS,Browser,Safari,16.5.2,1170,2532,485,604,1231,0,0,0,0,61,12,Safari,iOS
318,B,Desktop,Mac OS,Browser,Chrome,116,1440,900,360,426,1231,2,469,201,283,77,21,Chrome,Mac OS
319,B,Desktop,Chrome OS,Browser,Chrome,116,1366,768,485,529,1225,0,393,283,321,43,8,Chrome,Other
320,B,Desktop,Windows NT,Browser,Chrome,117,1536,864,209,316,1225,1,445,175,221,114,13,Chrome,Windows NT
321,B,Desktop,Mac OS,Browser,Firefox,100.0,1280,720,1223,1223,1223,0,0,0,0,0,0,Firefox,Mac OS
322,A,Mobile,iOS,Browser,Safari,16.1,1290,2796,469,571,1220,313,0,0,0,60,12,Safari,iOS
323,A,Mobile,iOS,Browser,Safari,16.5.2,1170,2532,499,625,1217,194,0,0,0,52,10,Safari,iOS
324,A,Mobile,Android,Browser,Chrome,117,1442,3090,417,526,1215,396,695,151,174,41,11,Chrome,Android
325,A,Mobile,iOS,Browser,Safari,16.0,1290,2796,438,555,1213,339,0,0,0,53,11,Safari,iOS
326,A,Desktop,Chrome OS,Browser,Chrome,117,1366,768,494,547,1207,348,411,229,324,49,7,Chrome,Other
327,A,Mobile,iOS,Browser,Safari,16.2,1125,2436,481,593,1205,295,0,0,0,60,8,Safari,iOS
328,B,Desktop,Mac OS,Browser,Safari,16.5.2,2880,1800,332,395,1202,0,0,0,0,81,25,Safari,Mac OS
329,A,Desktop,Windows NT,Browser,Chrome,117,2560,1600,288,350,1197,426,591,140,128,69,21,Chrome,Windows NT
330,A,Desktop,Mac OS,Browser,Chrome,116,1440,900,348,401,1197,356,489,162,279,96,24,Chrome,Mac OS
331,B,Desktop,Windows NT,Browser,Chrome,117,1727,971,222,304,1194,0,460,173,156,91,10,Chrome,Windows NT
332,B,Mobile,iOS,Browser,Safari,16.1,1242,2688,459,580,1179,0,0,0,0,60,10,Safari,iOS
333,A,Mobile,iOS,Browser,Safari,16.1,1242,2688,472,577,1175,307,0,0,0,51,8,Safari,iOS
334,B,Desktop,Windows NT,Browser,Chrome,117,2560,1600,272,342,1175,3,542,162,157,69,14,Chrome,Windows NT
335,A,Desktop,Mac OS,Browser,Safari,16.6,1668,2224,404,468,1172,190,0,0,0,68,23,Safari,Mac OS
336,B,Mobile,iOS,Browser,Safari,17.0,1242,2688,486,634,1172,1,0,0,0,46,7,Safari,iOS
337,A,Mobile,Android,Browser,SamsungBrowser,22.0,1081,2281,463,562,1165,391,565,155,229,55,6,SamsungBrowser,Android
338,B,Mobile,iOS,Browser,Safari,16.2,1179,2556,418,530,1161,1,0,0,0,61,10,Safari,iOS
339,B,Desktop,Mac OS,Browser,Chrome,114,2880,1800,349,506,1161,1,666,165,115,74,20,Chrome,Mac OS
340,A,Desktop,Windows NT,Browser,Chrome,117,2560,1080,254,312,1148,420,488,137,125,80,16,Chrome,Windows NT
341,B,Mobile,iOS,Browser,Safari,16.3,1290,2796,458,571,1143,1,0,0,0,57,13,Safari,iOS
342,A,Mobile,Android,Browser,Chrome,117,905,2317,433,528,1141,422,679,167,135,57,11,Chrome,Android
343,A,Desktop,Mac OS,Browser,Firefox,100.0,1280,720,1141,1141,1141,0,0,0,0,0,0,Firefox,Mac OS
344,A,Desktop,Mac OS,Browser,Chrome,114,2880,1800,342,400,1135,356,658,174,112,82,21,Chrome,Mac OS
345,B,Mobile,iOS,Browser,Safari,16.1,750,1334,495,592,1132,3,0,0,0,44,12,Safari,iOS
346,A,Desktop,Windows NT,Browser,Edge,116,1920,1080,342,412,1119,352,452,178,235,72,17,Edge,Windows NT
347,A,Mobile,iOS,Browser,Safari,16.0,1179,2556,394,480,1117,274,0,0,0,75,17,Safari,iOS
348,B,Mobile,Android,Browser,Chrome,117,905,2317,383,484,1114,5,659,166,135,56,7,Chrome,Android
349,B,Mobile,iOS,Browser,Safari,17.0.1,750,1334,483,586,1113,0,0,0,0,28,7,Safari,iOS
350,A,Mobile,iOS,Browser,Safari,16.3,1290,2796,446,528,1113,290,0,0,0,51,7,Safari,iOS
351,A,Mobile,Android,Browser,Chrome,117,721,1561,414,496,1112,368,265,235,327,29,6,Chrome,Android
352,A,Mobile,iOS,Browser,Safari,17.0,1242,2688,460,566,1109,181,0,0,0,44,7,Safari,iOS
353,A,Mobile,iOS,Browser,Safari,16.1,750,1334,497,607,1106,271,0,0,0,41,11,Safari,iOS
354,A,Desktop,Windows NT,Browser,Chrome,117,1280,1024,406,464,1102,298,605,159,179,65,10,Chrome,Windows NT
355,A,Mobile,Android,Browser Webview,Chrome Webview,117.0.0.0,1080,2640,504,545,1096,398,800,101,114,70,8,Chrome Webview,Android
356,A,Desktop,Mac OS,Browser,Safari,16.5,2880,1800,351,409,1094,275,0,0,0,67,21,Safari,Mac OS
357,B,Mobile,iOS,Browser,Safari,16.3,1242,2688,401,495,1089,1,0,0,0,54,13,Safari,iOS
358,B,Mobile,iOS,Browser,Safari,16.0,1290,2796,409,511,1084,2,0,0,0,59,15,Safari,iOS
359,A,Mobile,iOS,Browser,Safari,16.2,1179,2556,418,514,1083,291,0,0,0,45,11,Safari,iOS
360,A,Desktop,Mac OS,Browser,Chrome,83.0.4103.97,1360,1020,1046,1046,1083,11,1,4,356,0,0,Chrome,Mac OS
361,A,Desktop,Windows NT,Browser,Chrome,117,2112,1188,186,268,1082,420,409,133,151,89,17,Chrome,Windows NT
362,B,Desktop,Mac OS,Browser,Safari,16.6,1668,2224,425,484,1080,0,0,0,0,49,14,Safari,Mac OS
363,B,Desktop,Mac OS,Browser,Chrome,83.0.4103.106,1360,1020,1036,1036,1077,0,4,7,349,0,0,Chrome,Mac OS
364,B,Mobile,Android,Browser,Chrome,117,720,1560,383,481,1075,2,249,237,320,22,5,Chrome,Android
365,A,Mobile,Android,Browser,SamsungBrowser,22.0,721,1601,542,636,1074,338,288,214,292,20,4,SamsungBrowser,Android
366,B,Desktop,Mac OS,Browser,Safari,17.0,3024,1964,200,264,1073,0,0,0,0,78,15,Safari,Mac OS
367,A,Desktop,Mac OS,Browser,Chrome,116,3024,1964,219,274,1071,423,553,114,73,92,15,Chrome,Mac OS
368,B,Mobile,Android,Browser,SamsungBrowser,22.0,721,1601,493,592,1070,5,261,190,284,27,4,SamsungBrowser,Android
369,B,Mobile,Android,Browser Webview,Chrome Webview,117.0.0.0,1080,2409,620,646,1069,6,652,116,143,26,5,Chrome Webview,Android
370,A,Desktop,Windows NT,Browser,Chrome,116,1366,768,368,432,1069,339,341,163,223,47,8,Chrome,Windows NT
371,B,Desktop,Mac OS,Browser,Chrome,117,3840,2160,275,319,1062,2,521,135,89,84,19,Chrome,Mac OS
372,B,Desktop,Mac OS,Browser,Chrome,84.0.4147.125,1360,1020,1023,1023,1059,0,2,5,334,0,0,Chrome,Mac OS
373,A,Desktop,Mac OS,Browser,Chrome,83.0.4103.61,1360,1020,1027,1027,1053,11,3,5,327,0,0,Chrome,Mac OS
374,A,Mobile,iOS,Browser,Safari,16.3,750,1334,452,549,1045,295,0,0,0,36,8,Safari,iOS
375,B,Mobile,Android,Browser,Chrome,117,721,1561,405,470,1034,2,228,216,325,18,3,Chrome,Android
376,B,Desktop,Windows NT,Browser,Edge,117,1600,900,335,389,1033,4,382,186,228,46,11,Edge,Windows NT
377,A,Mobile,iOS,Browser,Safari,17.0.1,750,1334,433,539,1030,191,0,0,0,18,1,Safari,iOS
378,A,Desktop,Mac OS,Browser,Chrome,86.0.4240.111,1360,1020,996,996,1019,14,0,8,325,0,0,Chrome,Mac OS
379,A,Desktop,Windows NT,Browser,Chrome,115,1920,1080,281,357,1011,367,475,115,173,52,12,Chrome,Windows NT
380,B,Desktop,Mac OS,Browser,Chrome,83.0.4103.97,1360,1020,965,965,1010,0,4,3,349,0,0,Chrome,Mac OS
381,B,Desktop,Mac OS,Browser,Chrome,83.0.4103.61,1360,1020,981,981,1007,0,1,3,325,0,0,Chrome,Mac OS
382,A,Desktop,Mac OS,Browser,Chrome,83.0.4103.116,1360,1020,973,973,1007,12,1,4,336,0,0,Chrome,Mac OS
383,A,Desktop,Mac OS,Browser,Safari,16.5.2,2880,1800,320,371,1006,236,0,0,0,59,12,Safari,Mac OS
384,A,Desktop,Windows NT,Browser,Chrome,117,1727,971,218,303,1003,363,455,123,139,75,12,Chrome,Windows NT
385,B,Desktop,Mac OS,Browser,Chrome,83.0.4103.116,1360,1020,965,965,1003,0,2,6,346,0,0,Chrome,Mac OS
386,B,Desktop,Mac OS,Browser,Chrome,86.0.4240.75,1360,1020,966,966,1003,0,2,4,345,0,0,Chrome,Mac OS
387,B,Desktop,Mac OS,Browser,Chrome,85.0.4183.121,1360,1020,964,964,1002,0,3,4,324,0,0,Chrome,Mac OS
388,B,Desktop,Windows NT,Browser,Chrome,117,2736,1824,282,337,1001,4,447,166,197,67,22,Chrome,Windows NT
389,A,Desktop,Mac OS,Browser,Chrome,85.0.4183.121,1360,1020,971,971,997,10,0,6,336,0,0,Chrome,Mac OS
390,B,Desktop,Windows NT,Browser,Chrome,111,1920,1080,31,39,995,0,313,227,431,6,2,Chrome,Windows NT
391,A,Mobile,Android,Browser,Chrome,117,1242,2775,392,522,994,382,559,108,108,28,7,Chrome,Android
392,B,Mobile,Android,Browser,Chrome,117,1242,2775,382,485,994,2,557,109,126,20,5,Chrome,Android
393,A,Desktop,Mac OS,Browser,Chrome,83.0.4103.106,1360,1020,955,955,993,19,1,10,341,0,0,Chrome,Mac OS
394,A,Desktop,Mac OS,Browser,Chrome,86.0.4240.80,1360,1020,951,951,993,16,2,4,351,0,0,Chrome,Mac OS
395,A,Desktop,Windows NT,Browser,Chrome,117,2736,1824,259,302,993,293,408,134,226,57,13,Chrome,Windows NT
396,A,Mobile,iOS,Browser,Safari,16.1,1179,2556,388,482,992,284,0,0,0,59,13,Safari,iOS
397,B,Desktop,Windows NT,Browser,Chrome,116,1366,768,369,430,990,3,288,120,241,54,8,Chrome,Windows NT
398,B,Desktop,Mac OS,Browser,Chrome,86.0.4240.80,1360,1020,956,956,989,0,4,4,324,0,0,Chrome,Mac OS
399,B,Desktop,Windows NT,Browser,Edge,116,1920,1080,336,389,989,0,446,147,200,50,11,Edge,Windows NT
400,B,Desktop,Mac OS,Browser,Safari,16.4,2880,1800,309,370,986,0,0,0,0,49,11,Safari,Mac OS
401,B,Desktop,Mac OS,Browser,Chrome,86.0.4240.111,1360,1020,955,955,984,0,4,7,331,0,0,Chrome,Mac OS
402,B,Mobile,iOS,Browser,Safari,16.2,1125,2436,432,503,981,0,0,0,0,46,11,Safari,iOS
403,A,Mobile,Android,Browser Webview,Chrome Webview,117.0.0.0,1080,2409,602,635,977,269,581,107,146,28,3,Chrome Webview,Android
404,B,Mobile,iOS,Browser,Safari,16.1,1179,2556,374,451,975,1,0,0,0,61,11,Safari,iOS
405,B,Desktop,Mac OS,Browser,Safari,14.1.2,2880,1800,319,393,975,0,0,0,0,62,11,Safari,Mac OS
406,A,Desktop,Mac OS,Browser,Chrome,86.0.4240.75,1360,1020,932,932,973,16,1,10,315,0,0,Chrome,Mac OS
407,A,Desktop,Mac OS,Browser,Safari,17.0,3024,1964,222,275,973,286,0,0,0,43,12,Safari,Mac OS
408,B,Mobile,iOS,Browser,Chrome iOS,118.0.5993.58,1170,2532,361,487,968,0,0,0,0,39,6,Chrome iOS,iOS
409,A,Desktop,Mac OS,Browser,Chrome,84.0.4147.125,1360,1020,928,928,966,16,3,7,343,0,0,Chrome,Mac OS
410,A,Mobile,iOS,Browser,Safari,17.1,1170,2532,405,490,966,171,0,0,0,23,5,Safari,iOS
411,B,Desktop,Windows NT,Browser,Chrome,117,1280,720,157,273,965,0,434,151,169,96,8,Chrome,Windows NT
412,A,Desktop,Windows NT,Browser,Chrome,117,2256,1504,251,303,964,336,446,136,174,74,17,Chrome,Windows NT
413,A,Mobile,iOS,Browser,Safari,16.3,1242,2688,383,468,962,233,0,0,0,56,7,Safari,iOS
414,A,Desktop,Windows NT,Browser,Chrome,117,1440,810,131,207,955,367,456,132,134,94,15,Chrome,Windows NT
415,B,Mobile,Android,Browser Webview,Chrome Webview,111.0.5563.116,1080,2400,583,615,950,0,576,122,134,14,1,Chrome Webview,Android
416,B,Desktop,Mac OS,Browser,Safari,16.5,2880,1800,248,309,949,0,0,0,0,53,16,Safari,Mac OS
417,A,Mobile,iOS,Browser,Safari,16.5.1,828,1792,394,498,947,133,0,0,0,36,5,Safari,iOS
418,B,Mobile,iOS,Browser,Safari,16.3,750,1334,437,504,944,0,0,0,0,34,3,Safari,iOS
419,B,Mobile,Android,Browser,Chrome,117,1081,2412,356,438,944,3,485,122,122,22,2,Chrome,Android
420,B,Mobile,iOS,Browser,Safari,17.1,1170,2532,419,501,937,1,0,0,0,34,8,Safari,iOS
421,A,Desktop,Windows NT,Browser,Edge,117,1600,900,330,369,937,305,414,184,179,63,19,Edge,Windows NT
422,B,Mobile,Android,Browser,Chrome,114,1080,2340,358,454,931,5,363,152,185,32,7,Chrome,Android
423,B,Mobile,Android,Browser,Chrome,116,1081,2401,319,394,923,5,371,159,193,26,6,Chrome,Android
424,A,Mobile,iOS,Browser,Chrome iOS,118.0.5993.58,1170,2532,325,456,920,167,0,0,0,33,8,Chrome iOS,iOS
425,B,Mobile,iOS,Browser,Safari,15.6.1,1284,2778,365,453,920,1,0,0,0,26,7,Safari,iOS
426,A,Desktop,Mac OS,Browser,Safari,16.1,2880,1800,311,372,919,316,0,0,0,36,17,Safari,Mac OS
427,B,Mobile,iOS,Browser,Safari,16.3,1179,2556,381,461,916,1,0,0,0,44,6,Safari,iOS
428,B,Mobile,iOS,Browser,Safari,16.5.1,828,1792,356,448,903,0,0,0,0,35,3,Safari,iOS
429,B,Mobile,iOS,Browser,Safari,15.5,1170,2532,373,473,901,1,0,0,0,46,14,Safari,iOS
430,B,Mobile,iOS,Browser,Safari,16.0,1179,2556,355,436,896,2,0,0,0,45,12,Safari,iOS
431,B,Desktop,Mac OS,Browser,Safari,16.2,2880,1800,241,286,891,1,0,0,0,47,14,Safari,Mac OS
432,B,Desktop,Windows NT,Browser,Chrome,117,2560,1080,279,331,888,5,432,138,104,49,19,Chrome,Windows NT
433,B,Mobile,iOS,Browser,Chrome iOS,117.0.5938.117,960,2079,280,374,887,0,0,0,0,56,13,Chrome iOS,iOS
434,A,Mobile,Android,Browser,Chrome,117,720,1560,357,415,886,282,194,216,259,27,6,Chrome,Android
435,A,Desktop,Mac OS,Browser,Safari,16.4,2880,1800,299,335,883,243,0,0,0,51,9,Safari,Mac OS
436,A,Mobile,Android,Browser,Chrome,117,720,1612,361,418,871,262,305,133,188,11,2,Chrome,Android
437,A,Mobile,iOS,Browser,Safari,16.5,1170,2532,335,429,871,124,0,0,0,38,5,Safari,iOS
438,A,Mobile,iOS,Browser,Safari,16.3,1179,2556,365,446,869,227,0,0,0,51,14,Safari,iOS
439,A,Mobile,iOS,Browser,Safari,16.6,640,1136,434,489,867,115,0,0,0,26,2,Safari,iOS
440,A,Desktop,Mac OS,Browser,Safari,14.1.2,2880,1800,339,384,866,241,0,0,0,51,12,Safari,Mac OS
